# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __x64_sys_openat() {
 0)               |                                              __cond_resched() {
 0)   0.231 us    |                                                rcu_all_qs();
 0)   1.012 us    |                                              }
 0)   2.144 us    |                                            }
 0)   5.400 us    |                                          }
 0)   5.811 us    |                                        }
 0)   6.232 us    |                                      }
 0)               |                                      add_dirent_to_buf() {
 0)               |                                        ext4_find_dest_de() {
 0)   0.191 us    |                                          __ext4_check_dir_entry();
 0)               |                                          ext4_match.part.0() {
 0)   0.200 us    |                                            fscrypt_match_name();
 0)   0.561 us    |                                          }
 0)   0.201 us    |                                          __ext4_check_dir_entry();
 0)               |                                          ext4_match.part.0() {
 0)   0.191 us    |                                            fscrypt_match_name();
 0)   0.551 us    |                                          }
 0)   2.414 us    |                                        }
 0)               |                                        __ext4_journal_get_write_access() {
 0)               |                                          __cond_resched() {
 0)   0.180 us    |                                            rcu_all_qs();
 0)   0.551 us    |                                          }
 0)               |                                          jbd2_journal_get_write_access() {
 0)               |                                            jbd2_write_access_granted.part.0() {
 0)   0.181 us    |                                              rcu_read_unlock_strict();
 0)   0.551 us    |                                            }
 0)               |                                            jbd2_journal_add_journal_head() {
 0)               |                                              kmem_cache_alloc() {
 0)               |                                                __cond_resched() {
 0)   0.190 us    |                                                  rcu_all_qs();
 0)   0.551 us    |                                                }
 0)   0.181 us    |                                                should_failslab();
 0)   1.312 us    |                                              }
 0)   1.703 us    |                                            }
 0)               |                                            do_get_write_access() {
 0)               |                                              __cond_resched() {
 0)   0.191 us    |                                                rcu_all_qs();
 0)   0.541 us    |                                              }
 0)   0.181 us    |                                              _raw_spin_lock();
 0)   0.181 us    |                                              _raw_spin_lock();
 0)               |                                              __jbd2_journal_file_buffer() {
 0)   0.191 us    |                                                jbd2_journal_grab_journal_head();
 0)   0.581 us    |                                              }
 0)               |                                              unlock_buffer() {
 0)   0.270 us    |                                                wake_up_bit();
 0)   0.641 us    |                                              }
 0)   0.180 us    |                                              jbd2_journal_cancel_revoke();
 0)   3.596 us    |                                            }
 0)   0.190 us    |                                            jbd2_journal_put_journal_head();
 0)   6.942 us    |                                          }
 0)   8.056 us    |                                        }
 0)   0.221 us    |                                        ext4_insert_dentry();
 0)               |                                        current_time() {
 0)   0.190 us    |                                          ktime_get_coarse_real_ts64();
 0)   0.551 us    |                                        }
 0)               |                                        __ext4_mark_inode_dirty() {
 0)               |                                          __cond_resched() {
 0)   0.190 us    |                                            rcu_all_qs();
 0)   0.552 us    |                                          }
 0)               |                                          ext4_reserve_inode_write() {
 0)               |                                            ext4_get_inode_loc() {
 0)               |                                              __ext4_get_inode_loc() {
 0)               |                                                ext4_get_group_desc() {
 0)   0.191 us    |                                                  rcu_read_unlock_strict();
 0)   0.551 us    |                                                }
 0)   0.191 us    |                                                ext4_inode_table();
 0)               |                                                __getblk_gfp() {
 0)               |                                                  __find_get_block() {
 0)   0.200 us    |                                                    mark_page_accessed();
 0)   0.621 us    |                                                  }
 0)               |                                                  __cond_resched() {
 0)   0.181 us    |                                                    rcu_all_qs();
 0)   0.541 us    |                                                  }
 0)   1.693 us    |                                                }
 0)   3.157 us    |                                              }
 0)   3.527 us    |                                            }
 0)               |                                            __ext4_journal_get_write_access() {
 0)               |                                              __cond_resched() {
 0)   0.180 us    |                                                rcu_all_qs();
 0)   0.541 us    |                                              }
 0)               |                                              jbd2_journal_get_write_access() {
 0)               |                                                jbd2_write_access_granted.part.0() {
 0)   0.201 us    |                                                  rcu_read_unlock_strict();
 0)   0.812 us    |                                                }
 0)   1.182 us    |                                              }
 0)   2.275 us    |                                            }
 0)   6.342 us    |                                          }
 0)               |                                          ext4_mark_iloc_dirty() {
 0)   0.191 us    |                                            ext4_fc_track_inode();
 0)               |                                            ext4_do_update_inode.isra.0() {
 0)   0.191 us    |                                              _raw_spin_lock();
 0)               |                                              from_kuid() {
 0)   0.191 us    |                                                map_id_up();
 0)   0.551 us    |                                              }
 0)               |                                              from_kgid() {
 0)   0.180 us    |                                                map_id_up();
 0)   0.541 us    |                                              }
 0)               |                                              from_kprojid() {
 0)   0.181 us    |                                                map_id_up();
 0)   0.541 us    |                                              }
 0)               |                                              ext4_inode_csum_set() {
 0)               |                                                ext4_inode_csum() {
 0)               |                                                  crypto_shash_update() {
 0)   0.201 us    |                                                    crc32c_pcl_intel_update();
 0)   0.571 us    |                                                  }
 0)               |                                                  crypto_shash_update() {
 0)   0.190 us    |                                                    crc32c_pcl_intel_update();
 0)   0.550 us    |                                                  }
 0)               |                                                  crypto_shash_update() {
 0)   0.181 us    |                                                    crc32c_pcl_intel_update();
 0)   0.551 us    |                                                  }
 0)               |                                                  crypto_shash_update() {
 0)   0.190 us    |                                                    crc32c_pcl_intel_update();
 0)   0.551 us    |                                                  }
 0)               |                                                  crypto_shash_update() {
 0)   0.180 us    |                                                    crc32c_pcl_intel_update();
 0)   0.552 us    |                                                  }
 0)               |                                                  crypto_shash_update() {
 0)   0.191 us    |                                                    crc32c_pcl_intel_update();
 0)   0.551 us    |                                                  }
 0)   4.568 us    |                                                }
 0)   4.940 us    |                                              }
 0)               |                                              __ext4_handle_dirty_metadata() {
 0)               |                                                __cond_resched() {
 0)   0.190 us    |                                                  rcu_all_qs();
 0)   0.551 us    |                                                }
 0)   0.190 us    |                                                jbd2_journal_dirty_metadata();
 0)   1.282 us    |                                              }
 0)   0.190 us    |                                              __brelse();
 0)   9.698 us    |                                            }
 0) + 10.430 us   |                                          }
 0) + 18.044 us   |                                        }
 0)               |                                        ext4_handle_dirty_dirblock() {
 0)               |                                          crypto_shash_update() {
 0)               |                                            crc32c_pcl_intel_update() {
 0)   0.180 us    |                                              irq_fpu_usable();
 0)               |                                              kernel_fpu_begin_mask() {
 0)   0.181 us    |                                                irq_fpu_usable();
 0)   0.541 us    |                                              }
 0)   0.191 us    |                                              kernel_fpu_end();
 0)   2.004 us    |                                            }
 0)   2.374 us    |                                          }
 0)               |                                          __ext4_handle_dirty_metadata() {
 0)               |                                            __cond_resched() {
 0)   0.191 us    |                                              rcu_all_qs();
 0)   0.541 us    |                                            }
 0)               |                                            jbd2_journal_dirty_metadata() {
 0)   0.180 us    |                                              _raw_spin_lock();
 0)   0.181 us    |                                              _raw_spin_lock();
 0)               |                                              __jbd2_journal_file_buffer() {
 0)   0.191 us    |                                                __jbd2_journal_temp_unlink_buffer();
 0)   0.571 us    |                                              }
 0)   1.683 us    |                                            }
 0)   2.755 us    |                                          }
 0)   5.671 us    |                                        }
 0) + 36.268 us   |                                      }
 0)   0.191 us    |                                      kfree();
 0)   0.191 us    |                                      kfree();
 0)   0.180 us    |                                      __brelse();
 0) + 44.985 us   |                                    }
 0)               |                                    current_time() {
 0)   0.191 us    |                                      ktime_get_coarse_real_ts64();
 0)   0.551 us    |                                    }
 0)               |                                    __ext4_mark_inode_dirty() {
 0)               |                                      __cond_resched() {
 0)   0.190 us    |                                        rcu_all_qs();
 0)   0.551 us    |                                      }
 0)               |                                      ext4_reserve_inode_write() {
 0)               |                                        ext4_get_inode_loc() {
 0)               |                                          __ext4_get_inode_loc() {
 0)               |                                            ext4_get_group_desc() {
 0)   0.191 us    |                                              rcu_read_unlock_strict();
 0)   0.551 us    |                                            }
 0)   0.180 us    |                                            ext4_inode_table();
 0)               |                                            __getblk_gfp() {
 0)               |                                              __find_get_block() {
 0)   0.200 us    |                                                mark_page_accessed();
 0)   0.671 us    |                                              }
 0)               |                                              __cond_resched() {
 0)   0.190 us    |                                                rcu_all_qs();
 0)   0.552 us    |                                              }
 0)   4.919 us    |                                            }
 0)   6.632 us    |                                          }
 0)   6.993 us    |                                        }
 0)               |                                        __ext4_journal_get_write_access() {
 0)               |                                          __cond_resched() {
 0)   0.190 us    |                                            rcu_all_qs();
 0)   0.551 us    |                                          }
 0)               |                                          jbd2_journal_get_write_access() {
 0)               |                                            jbd2_write_access_granted.part.0() {
 0)   0.181 us    |                                              rcu_read_unlock_strict();
 0)   0.541 us    |                                            }
 0)   0.911 us    |                                          }
 0)   2.004 us    |                                        }
 0)   9.538 us    |                                      }
 0)               |                                      ext4_mark_iloc_dirty() {
 0)   0.180 us    |                                        ext4_fc_track_inode();
 0)               |                                        ext4_do_update_inode.isra.0() {
 0)   0.180 us    |                                          _raw_spin_lock();
 0)               |                                          from_kuid() {
 0)   0.190 us    |                                            map_id_up();
 0)   0.550 us    |                                          }
 0)               |                                          from_kgid() {
 0)   0.181 us    |                                            map_id_up();
 0)   0.551 us    |                                          }
 0)               |                                          from_kprojid() {
 0)   0.180 us    |                                            map_id_up();
 0)   0.551 us    |                                          }
 0)               |                                          ext4_inode_csum_set() {
 0)               |                                            ext4_inode_csum() {
 0)               |                                              crypto_shash_update() {
 0)   0.211 us    |                                                crc32c_pcl_intel_update();
 0)   0.571 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.190 us    |                                                crc32c_pcl_intel_update();
 0)   0.551 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.190 us    |                                                crc32c_pcl_intel_update();
 0)   0.561 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.190 us    |                                                crc32c_pcl_intel_update();
 0)   0.552 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.180 us    |                                                crc32c_pcl_intel_update();
 0)   0.551 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.191 us    |                                                crc32c_pcl_intel_update();
 0)   0.551 us    |                                              }
 0)   4.569 us    |                                            }
 0)   4.930 us    |                                          }
 0)               |                                          __ext4_handle_dirty_metadata() {
 0)               |                                            __cond_resched() {
 0)   0.180 us    |                                              rcu_all_qs();
 0)   0.541 us    |                                            }
 0)   0.190 us    |                                            jbd2_journal_dirty_metadata();
 0)   1.272 us    |                                          }
 0)   0.241 us    |                                          __brelse();
 0) + 10.059 us   |                                        }
 0) + 10.820 us   |                                      }
 0) + 21.671 us   |                                    }
 0)               |                                    ext4_rename_delete() {
 0)               |                                      ext4_delete_entry() {
 0)               |                                        __ext4_journal_get_write_access() {
 0)               |                                          __cond_resched() {
 0)   0.190 us    |                                            rcu_all_qs();
 0)   0.561 us    |                                          }
 0)               |                                          jbd2_journal_get_write_access() {
 0)               |                                            jbd2_write_access_granted.part.0() {
 0)   0.180 us    |                                              rcu_read_unlock_strict();
 0)   0.541 us    |                                            }
 0)   0.912 us    |                                          }
 0)   2.014 us    |                                        }
 0)               |                                        ext4_generic_delete_entry() {
 0)   0.200 us    |                                          __ext4_check_dir_entry();
 0)   0.190 us    |                                          __ext4_check_dir_entry();
 0)   0.200 us    |                                          __ext4_check_dir_entry();
 0)   1.403 us    |                                        }
 0)               |                                        ext4_handle_dirty_dirblock() {
 0)               |                                          crypto_shash_update() {
 0)               |                                            crc32c_pcl_intel_update() {
 0)   0.181 us    |                                              irq_fpu_usable();
 0)               |                                              kernel_fpu_begin_mask() {
 0)   0.191 us    |                                                irq_fpu_usable();
 0)   0.551 us    |                                              }
 0)   0.180 us    |                                              kernel_fpu_end();
 0)   1.773 us    |                                            }
 0)   2.404 us    |                                          }
 0)               |                                          __ext4_handle_dirty_metadata() {
 0)               |                                            __cond_resched() {
 0)   0.191 us    |                                              rcu_all_qs();
 0)   0.611 us    |                                            }
 0)   0.191 us    |                                            jbd2_journal_dirty_metadata();
 0)   1.343 us    |                                          }
 0)   4.278 us    |                                        }
 0)   8.435 us    |                                      }
 0)   9.638 us    |                                    }
 0)               |                                    current_time() {
 0)   0.191 us    |                                      ktime_get_coarse_real_ts64();
 0)   0.551 us    |                                    }
 0)               |                                    ext4_rename_dir_finish() {
 0)               |                                      ext4_handle_dirty_dirblock() {
 0)               |                                        crypto_shash_update() {
 0)               |                                          crc32c_pcl_intel_update() {
 0)   0.190 us    |                                            irq_fpu_usable();
 0)               |                                            kernel_fpu_begin_mask() {
 0)   0.181 us    |                                              irq_fpu_usable();
 0)   0.551 us    |                                            }
 0)   0.201 us    |                                            kernel_fpu_end();
 0)   1.823 us    |                                          }
 0)   2.204 us    |                                        }
 0)               |                                        __ext4_handle_dirty_metadata() {
 0)               |                                          __cond_resched() {
 0)   0.180 us    |                                            rcu_all_qs();
 0)   0.541 us    |                                          }
 0)   0.180 us    |                                          jbd2_journal_dirty_metadata();
 0)   1.262 us    |                                        }
 0)   4.008 us    |                                      }
 0)   4.388 us    |                                    }
 0)   0.201 us    |                                    drop_nlink();
 0)               |                                    ext4_inc_count() {
 0)   0.191 us    |                                      inc_nlink();
 0)   0.571 us    |                                    }
 0)               |                                    __ext4_mark_inode_dirty() {
 0)               |                                      __cond_resched() {
 0)   0.181 us    |                                        rcu_all_qs();
 0)   0.541 us    |                                      }
 0)               |                                      ext4_reserve_inode_write() {
 0)               |                                        ext4_get_inode_loc() {
 0)               |                                          __ext4_get_inode_loc() {
 0)               |                                            ext4_get_group_desc() {
 0)   0.191 us    |                                              rcu_read_unlock_strict();
 0)   0.551 us    |                                            }
 0)   0.181 us    |                                            ext4_inode_table();
 0)               |                                            __getblk_gfp() {
 0)               |                                              __find_get_block() {
 0)   0.200 us    |                                                mark_page_accessed();
 0)   0.581 us    |                                              }
 0)               |                                              __cond_resched() {
 0)   0.190 us    |                                                rcu_all_qs();
 0)   0.551 us    |                                              }
 0)   1.663 us    |                                            }
 0)   3.116 us    |                                          }
 0)   3.476 us    |                                        }
 0)               |                                        __ext4_journal_get_write_access() {
 0)               |                                          __cond_resched() {
 0)   0.190 us    |                                            rcu_all_qs();
 0)   0.551 us    |                                          }
 0)               |                                          jbd2_journal_get_write_access() {
 0)               |                                            jbd2_write_access_granted.part.0() {
 0)   0.190 us    |                                              rcu_read_unlock_strict();
 0)   0.550 us    |                                            }
 0)   0.922 us    |                                          }
 0)   2.013 us    |                                        }
 0)   6.032 us    |                                      }
 0)               |                                      ext4_mark_iloc_dirty() {
 0)   0.191 us    |                                        ext4_fc_track_inode();
 0)               |                                        ext4_do_update_inode.isra.0() {
 0)   0.191 us    |                                          _raw_spin_lock();
 0)               |                                          from_kuid() {
 0)   0.191 us    |                                            map_id_up();
 0)   0.551 us    |                                          }
 0)               |                                          from_kgid() {
 0)   0.191 us    |                                            map_id_up();
 0)   0.551 us    |                                          }
 0)               |                                          from_kprojid() {
 0)   0.180 us    |                                            map_id_up();
 0)   0.541 us    |                                          }
 0)               |                                          ext4_inode_csum_set() {
 0)               |                                            ext4_inode_csum() {
 0)               |                                              crypto_shash_update() {
 0)   0.200 us    |                                                crc32c_pcl_intel_update();
 0)   0.571 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.190 us    |                                                crc32c_pcl_intel_update();
 0)   0.551 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.190 us    |                                                crc32c_pcl_intel_update();
 0)   0.561 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.191 us    |                                                crc32c_pcl_intel_update();
 0)   0.701 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.250 us    |                                                crc32c_pcl_intel_update();
 0)   0.622 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.201 us    |                                                crc32c_pcl_intel_update();
 0)   0.561 us    |                                              }
 0)   4.778 us    |                                            }
 0)   5.140 us    |                                          }
 0)               |                                          __ext4_handle_dirty_metadata() {
 0)               |                                            __cond_resched() {
 0)   0.190 us    |                                              rcu_all_qs();
 0)   0.552 us    |                                            }
 0)   0.190 us    |                                            jbd2_journal_dirty_metadata();
 0)   1.283 us    |                                          }
 0)   0.190 us    |                                          __brelse();
 0)   9.909 us    |                                        }
 0) + 10.640 us   |                                      }
 0) + 17.924 us   |                                    }
 0)               |                                    __ext4_mark_inode_dirty() {
 0)               |                                      __cond_resched() {
 0)   0.191 us    |                                        rcu_all_qs();
 0)   0.551 us    |                                      }
 0)               |                                      ext4_reserve_inode_write() {
 0)               |                                        ext4_get_inode_loc() {
 0)               |                                          __ext4_get_inode_loc() {
 0)               |                                            ext4_get_group_desc() {
 0)   0.190 us    |                                              rcu_read_unlock_strict();
 0)   0.551 us    |                                            }
 0)   0.181 us    |                                            ext4_inode_table();
 0)               |                                            __getblk_gfp() {
 0)               |                                              __find_get_block() {
 0)   0.190 us    |                                                mark_page_accessed();
 0)   0.561 us    |                                              }
 0)               |                                              __cond_resched() {
 0)   0.181 us    |                                                rcu_all_qs();
 0)   0.541 us    |                                              }
 0)   1.643 us    |                                            }
 0)   3.086 us    |                                          }
 0)   3.447 us    |                                        }
 0)               |                                        __ext4_journal_get_write_access() {
 0)               |                                          __cond_resched() {
 0)   0.190 us    |                                            rcu_all_qs();
 0)   0.541 us    |                                          }
 0)               |                                          jbd2_journal_get_write_access() {
 0)               |                                            jbd2_write_access_granted.part.0() {
 0)   0.190 us    |                                              rcu_read_unlock_strict();
 0)   0.541 us    |                                            }
 0)   0.902 us    |                                          }
 0)   1.984 us    |                                        }
 0)   5.961 us    |                                      }
 0)               |                                      ext4_mark_iloc_dirty() {
 0)   0.180 us    |                                        ext4_fc_track_inode();
 0)               |                                        ext4_do_update_inode.isra.0() {
 0)   0.200 us    |                                          _raw_spin_lock();
 0)               |                                          from_kuid() {
 0)   0.190 us    |                                            map_id_up();
 0)   0.562 us    |                                          }
 0)               |                                          from_kgid() {
 0)   0.191 us    |                                            map_id_up();
 0)   0.551 us    |                                          }
 0)               |                                          from_kprojid() {
 0)   0.180 us    |                                            map_id_up();
 0)   0.541 us    |                                          }
 0)               |                                          ext4_inode_csum_set() {
 0)               |                                            ext4_inode_csum() {
 0)               |                                              crypto_shash_update() {
 0)   0.200 us    |                                                crc32c_pcl_intel_update();
 0)   0.570 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.181 us    |                                                crc32c_pcl_intel_update();
 0)   0.551 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.190 us    |                                                crc32c_pcl_intel_update();
 0)   0.551 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.180 us    |                                                crc32c_pcl_intel_update();
 0)   0.552 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.191 us    |                                                crc32c_pcl_intel_update();
 0)   0.541 us    |                                              }
 0)               |                                              crypto_shash_update() {
 0)   0.201 us    |                                                crc32c_pcl_intel_update();
 0)   0.561 us    |                                              }
 0)   4.568 us    |                                            }
 0)   4.929 us    |                                          }
 0)               |                                          __ext4_handle_dirty_metadata() {
 0)               |                                            __cond_resched() {
 0)   0.191 us    |                                              rcu_all_qs();
 0)   0.551 us    |                                            }
 0)   0.191 us    |                                            jbd2_journal_dirty_metadata();
 0)   1.283 us    |                                          }
 0)   0.191 us    |                                          __brelse();
 0) + 10.600 us   |                                        }
 0) + 14.427 us   |                                      }
 0) + 21.731 us   |                                    }
 0)   0.191 us    |                                    ext4_fc_mark_ineligible();
 0)               |                                    __ext4_journal_stop() {
 0)               |                                      jbd2_journal_stop() {
 0)               |                                        stop_this_handle() {
 0)               |                                          __wake_up() {
 0)               |                                            __wake_up_common_lock() {
 0)   0.191 us    |                                              _raw_spin_lock_irqsave();
 0)   0.190 us    |                                              __wake_up_common();
 0)   0.200 us    |                                              _raw_spin_unlock_irqrestore();
 0)   1.292 us    |                                            }
 0)   1.654 us    |                                          }
 0)   2.024 us    |                                        }
 0)   0.551 us    |                                        kmem_cache_free();
 0)   3.186 us    |                                      }
 0)   3.607 us    |                                    }
 0)   0.240 us    |                                    __brelse();
 0)   0.241 us    |                                    __brelse();
 0) ! 172.133 us  |                                  }
 0) ! 172.664 us  |                                }
 0)               |                                d_move() {
 0)   0.191 us    |                                  _raw_spin_lock();
 0)               |                                  __d_move() {
 0)   0.181 us    |                                    _raw_spin_lock();
 0)   0.180 us    |                                    _raw_spin_lock();
 0)   0.190 us    |                                    _raw_spin_lock();
 0)   0.191 us    |                                    _raw_spin_lock();
 0)   0.291 us    |                                    ___d_drop();
 0)   0.190 us    |                                    ___d_drop();
 0)   0.191 us    |                                    __d_rehash();
 0)   3.687 us    |                                  }
 0)   4.539 us    |                                }
 0)   0.191 us    |                                up_write();
 0)               |                                dput() {
 0)               |                                  __cond_resched() {
 0)   0.191 us    |                                    rcu_all_qs();
 0)   0.551 us    |                                  }
 0)   0.190 us    |                                  rcu_read_unlock_strict();
 0)   1.403 us    |                                }
 0)   0.280 us    |                                fsnotify_get_cookie();
 0)   0.220 us    |                                fsnotify();
 0)   0.221 us    |                                fsnotify();
 0)   0.201 us    |                                fsnotify();
 0)   0.200 us    |                                fsnotify();
 0)   0.200 us    |                                release_dentry_name_snapshot();
 0) ! 195.006 us  |                              }
 0)               |                              dput() {
 0)               |                                __cond_resched() {
 0)   0.191 us    |                                  rcu_all_qs();
 0)   0.551 us    |                                }
 0)   0.190 us    |                                _raw_spin_lock();
 0)   0.180 us    |                                rcu_read_unlock_strict();
 0)               |                                dentry_kill() {
 0)   0.191 us    |                                  _raw_spin_trylock();
 0)               |                                  __dentry_kill() {
 0)   0.180 us    |                                    _raw_spin_lock();
 0)               |                                    dentry_free() {
 0)               |                                      call_rcu() {
 0)               |                                        __call_rcu() {
 0)   0.201 us    |                                          rcu_segcblist_enqueue();
 0)   0.601 us    |                                        }
 0)   0.982 us    |                                      }
 0)   1.363 us    |                                    }
 0)               |                                    __cond_resched() {
 0)   0.200 us    |                                      rcu_all_qs();
 0)   0.561 us    |                                    }
 0)   2.906 us    |                                  }
 0)   3.647 us    |                                }
 0)               |                                __cond_resched() {
 0)   0.180 us    |                                  rcu_all_qs();
 0)   0.541 us    |                                }
 0)   0.190 us    |                                rcu_read_unlock_strict();
 0)   6.572 us    |                              }
 0)   0.190 us    |                              ovl_set_upperdata [overlay]();
 0)   0.431 us    |                              ovl_inode_update [overlay]();
 0)               |                              unlock_rename() {
 0)   0.190 us    |                                up_write();
 0)   0.181 us    |                                up_write();
 0)   0.651 us    |                                mutex_unlock();
 0)   1.743 us    |                              }
 0) # 1245.777 us |                            }
 0)               |                            down_write() {
 0)               |                              __cond_resched() {
 0)   0.190 us    |                                rcu_all_qs();
 0)   0.541 us    |                              }
 0)   0.911 us    |                            }
 0)               |                            ovl_set_timestamps.isra.0 [overlay]() {
 0)               |                              notify_change() {
 0)   0.201 us    |                                may_setattr();
 0)               |                                current_time() {
 0)   0.191 us    |                                  ktime_get_coarse_real_ts64();
 0)   0.551 us    |                                }
 0)   0.191 us    |                                timestamp_truncate();
 0)   0.190 us    |                                timestamp_truncate();
 0)               |                                security_inode_setattr() {
 0)   0.271 us    |                                  apparmor_inode_setattr();
 0)   0.190 us    |                                  evm_inode_setattr();
 0)   1.032 us    |                                }
 0)               |                                ext4_setattr() {
 0)               |                                  setattr_prepare() {
 0)   0.190 us    |                                    inode_owner_or_capable();
 0)   0.571 us    |                                  }
 0)   0.190 us    |                                  fsverity_prepare_setattr();
 0)   0.191 us    |                                  setattr_copy();
 0)               |                                  __mark_inode_dirty() {
 0)               |                                    ext4_dirty_inode() {
 0)               |                                      __ext4_journal_start_sb() {
 0)               |                                        ext4_journal_check_start() {
 0)               |                                          __cond_resched() {
 0)   0.180 us    |                                            rcu_all_qs();
 0)   0.541 us    |                                          }
 0)   0.912 us    |                                        }
 0)               |                                        jbd2__journal_start() {
 0)               |                                          kmem_cache_alloc() {
 0)               |                                            __cond_resched() {
 0)   0.191 us    |                                              rcu_all_qs();
 0)   0.541 us    |                                            }
 0)   0.181 us    |                                            should_failslab();
 0)   1.312 us    |                                          }
 0)               |                                          start_this_handle() {
 0)   0.190 us    |                                            _raw_read_lock();
 0)   0.201 us    |                                            add_transaction_credits();
 0)   0.921 us    |                                          }
 0)   2.775 us    |                                        }
 0)   4.238 us    |                                      }
 0)               |                                      __ext4_mark_inode_dirty() {
 0)               |                                        __cond_resched() {
 0)   0.180 us    |                                          rcu_all_qs();
 0)   0.541 us    |                                        }
 0)               |                                        ext4_reserve_inode_write() {
 0)               |                                          ext4_get_inode_loc() {
 0)               |                                            __ext4_get_inode_loc() {
 0)               |                                              ext4_get_group_desc() {
 0)   0.180 us    |                                                rcu_read_unlock_strict();
 0)   0.541 us    |                                              }
 0)   0.181 us    |                                              ext4_inode_table();
